,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.00012180001067463309,10.0,0.0,0.1,1024
1,1,0.002305700007127598,10.0,2.0,0.1,1024
2,2,0.0036623000050894916,10.0,4.0,0.1,1024
3,3,0.004712900001322851,10.0,5.0,0.1,1024
4,4,0.004759500006912276,10.0,6.0,0.1,1024
5,5,0.005761600012192503,12.0,8.0,0.1,1024
6,6,0.005819500001962297,12.0,10.0,0.1,1024
7,7,0.005870300010428764,12.0,12.0,0.1,1024
8,8,0.005914900000789203,14.0,14.0,0.1,1024
9,9,0.0069161000137683,14.0,15.0,0.1,1024
10,10,0.006975800002692267,14.0,17.0,0.1,1024
11,11,0.007017200012342073,14.0,18.0,0.1,1024
12,12,0.0070552000106545165,14.0,19.0,0.1,1024
13,13,0.00710350000008475,14.0,21.0,0.1,1024
14,14,0.007150500008719973,14.0,23.0,0.1,1024
15,15,0.007197800005087629,14.0,25.0,0.1,1024
16,16,0.007235700002638623,14.0,26.0,0.1,1024
17,17,0.008319200002006255,14.0,28.0,0.1,1024
18,18,0.008380200000829063,14.0,30.0,0.1,1024
19,19,0.008429300010902807,15.0,32.0,0.1,1024
20,20,0.008479700001771562,15.0,34.0,0.1,1024
21,21,0.008519500013790093,15.0,35.0,0.1,1024
22,22,0.00855990000127349,15.0,36.0,0.1,1024
23,23,0.008598900007200427,15.0,37.0,0.1,1024
24,24,0.008647900001960807,15.0,39.0,0.1,1024
25,25,0.008687699999427423,15.0,40.0,0.1,1024
26,26,0.008727500011445954,15.0,41.0,0.1,1024
27,27,0.008777200011536479,15.0,43.0,0.1,1024
28,28,0.008817600013571791,15.0,44.0,0.1,1024
29,29,0.008858800007146783,15.0,45.0,0.1,1024
30,30,0.008899500011466444,15.0,46.0,0.1,1024
31,31,0.008940200001234189,15.0,47.0,0.1,1024
32,32,0.008981700011645444,15.0,48.0,0.1,1024
33,33,0.010050200013210997,15.0,49.0,0.1,1024
34,34,0.010104700006195344,15.0,50.0,0.1,1024
35,35,0.010152200004085898,15.0,51.0,0.1,1024
36,36,0.010197700001299381,15.0,52.0,0.1,1024
37,37,0.010242600008496083,15.0,53.0,0.1,1024
38,38,0.010298500012140721,15.0,55.0,0.1,1024
39,39,0.010355700011132285,15.0,57.0,0.1,1024
40,40,0.01041040000563953,15.0,59.0,0.1,1024
41,41,0.010455000010551885,15.0,60.0,0.1,1024
42,42,0.01050010000471957,15.0,61.0,0.1,1024
43,43,0.010544500008109026,15.0,62.0,0.1,1024
44,44,0.010589600002276711,15.0,63.0,0.1,1024
45,45,0.010644900001352653,15.0,65.0,0.1,1024
46,46,0.010690400013118051,15.0,66.0,0.1,1024
47,47,0.010736100011854433,15.0,67.0,0.1,1024
48,48,0.010792000000947155,15.0,69.0,0.1,1024
49,49,0.010852000006707385,15.0,70.0,0.1,1024
50,50,0.010896000007051043,15.0,71.0,0.1,1024
51,51,0.01094030000967905,15.0,72.0,0.1,1024
52,52,0.010985100001562387,15.0,73.0,0.1,1024
53,53,0.011030300011043437,15.0,74.0,0.1,1024
54,54,0.011075900009018369,15.0,75.0,0.1,1024
55,55,0.011121200004708953,15.0,76.0,0.1,1024
56,56,0.011176200001500547,15.0,78.0,0.1,1024
57,57,0.011231200012844056,15.0,80.0,0.1,1024
58,58,0.011277400000835769,15.0,81.0,0.1,1024
59,59,0.011323700004140846,15.0,82.0,0.1,1024
60,60,0.011369900006684475,15.0,83.0,0.1,1024
61,61,0.011426299999584444,15.0,85.0,0.1,1024
62,62,0.011473000005935319,15.0,86.0,0.1,1024
63,63,0.011520500003825873,15.0,87.0,0.1,1024
64,64,0.011578000005101785,15.0,89.0,0.1,1024
65,65,0.012702300009550527,15.0,90.0,0.1,1024
66,66,0.012774200004059821,15.0,92.0,0.1,1024
67,67,0.01282780000474304,15.0,93.0,0.1,1024
68,68,0.012879700007033534,15.0,94.0,0.1,1024
69,69,0.012931700010085478,15.0,95.0,0.1,1024
70,70,0.01298260000476148,15.0,96.0,0.1,1024
71,71,0.013033200011705048,15.0,97.0,0.1,1024
72,72,0.013083500001812354,15.0,98.0,0.1,1024
73,73,0.013143800009856932,15.0,100.0,0.1,1024
74,74,0.013194900006055832,15.0,101.0,0.1,1024
75,75,0.013255600002594292,15.0,103.0,0.1,1024
76,76,0.013311300004716031,15.0,104.0,0.1,1024
77,77,0.013368800005991943,15.0,105.0,0.1,1024
78,78,0.013421100011328235,15.0,106.0,0.1,1024
79,79,0.013472700011334382,15.0,107.0,0.1,1024
80,80,0.013534300000173971,15.0,109.0,0.1,1024
81,81,0.013586200002464466,15.0,110.0,0.1,1024
82,82,0.01363830000627786,15.0,111.0,0.1,1024
83,83,0.01370110000425484,15.0,113.0,0.1,1024
84,84,0.01376350001373794,15.0,115.0,0.1,1024
85,85,0.013825900008669123,15.0,117.0,0.1,1024
86,86,0.013878800004022196,15.0,118.0,0.1,1024
87,87,0.013942000005044974,15.0,120.0,0.1,1024
88,88,0.014005300006829202,15.0,122.0,0.1,1024
89,89,0.014059400011319667,15.0,123.0,0.1,1024
90,90,0.014113600002019666,15.0,124.0,0.1,1024
91,91,0.01417760000913404,15.0,126.0,0.1,1024
92,92,0.014241700002457947,15.0,128.0,0.1,1024
93,93,0.01429890000144951,15.0,129.0,0.1,1024
94,94,0.014360900007886812,17.0,131.0,0.1,1024
95,95,0.014425400004256517,17.0,133.0,0.1,1024
96,96,0.014481800011708401,17.0,134.0,0.1,1024
97,97,0.014538000003085472,17.0,135.0,0.1,1024
98,98,0.014594600012060255,17.0,136.0,0.1,1024
99,99,0.014652000012574717,17.0,137.0,0.1,1024
100,100,0.014718500009621494,17.0,139.0,0.1,1024
101,101,0.014776300013181753,17.0,140.0,0.1,1024
102,102,0.0148339000006672,17.0,141.0,0.1,1024
103,103,0.014892000006511807,17.0,142.0,0.1,1024
104,104,0.014950300013879314,17.0,143.0,0.1,1024
105,105,0.015014400007203221,17.0,144.0,0.1,1024
106,106,0.015074599999934435,17.0,145.0,0.1,1024
107,107,0.015134000001125969,17.0,146.0,0.1,1024
108,108,0.015193500003078952,17.0,147.0,0.1,1024
109,109,0.015255100006470457,17.0,148.0,0.1,1024
110,110,0.015325200001825579,17.0,150.0,0.1,1024
111,111,0.015385600010631606,17.0,151.0,0.1,1024
112,112,0.015446200006408617,17.0,152.0,0.1,1024
113,113,0.015507000003708526,17.0,153.0,0.1,1024
