,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.005607600003713742,433.0,200.0,False,200,0.25,1024
1,1,0.6924915999989025,561.0,402.0,False,200,0.25,1024
2,2,1.4471631000051275,585.0,604.0,False,200,0.25,1024
3,3,2.2015381999954116,611.0,806.0,False,200,0.25,1024
4,4,2.9447153999935836,615.0,1008.0,False,200,0.25,1024
5,5,3.697206400000141,637.0,1210.0,False,200,0.25,1024
6,6,4.440598700006376,638.0,1412.0,False,200,0.25,1024
7,7,5.177764899999602,647.0,1614.0,False,200,0.25,1024
8,8,5.916197700003977,651.0,1816.0,False,200,0.25,1024
9,9,6.652486499995575,656.0,2018.0,False,200,0.25,1024
10,10,7.377490300001227,663.0,2220.0,False,200,0.25,1024
11,11,8.087712299995474,665.0,2422.0,False,200,0.25,1024
12,12,8.798595600004774,667.0,2624.0,False,200,0.25,1024
13,13,9.512397600003169,669.0,2826.0,False,200,0.25,1024
14,14,10.226790300002904,670.0,3028.0,False,200,0.25,1024
15,15,10.92573089999496,674.0,3230.0,False,200,0.25,1024
16,16,11.619917100004386,674.0,3431.0,False,200,0.25,1024
17,17,12.315812200002256,674.0,3632.0,False,200,0.25,1024
18,18,13.00951809999242,674.0,3833.0,False,200,0.25,1024
19,19,13.710682999997516,675.0,4035.0,False,200,0.25,1024
20,20,14.40946549999353,675.0,4236.0,False,200,0.25,1024
21,21,15.105014500004472,675.0,4437.0,False,200,0.25,1024
22,22,15.817296399996849,675.0,4638.0,False,200,0.25,1024
23,23,16.51580660000036,675.0,4839.0,False,200,0.25,1024
24,24,17.22589250000601,675.0,5040.0,False,200,0.25,1024
25,25,17.942859200004023,675.0,5241.0,False,200,0.25,1024
26,26,18.65079820000392,675.0,5442.0,False,200,0.25,1024
27,27,19.352871099996264,675.0,5643.0,False,200,0.25,1024
28,28,20.057530399993993,675.0,5844.0,False,200,0.25,1024
29,29,20.765175399996224,675.0,6045.0,False,200,0.25,1024
30,30,21.476184800005285,675.0,6246.0,False,200,0.25,1024
31,31,22.188334799997392,675.0,6447.0,False,200,0.25,1024
32,32,22.89261379999516,675.0,6648.0,False,200,0.25,1024
33,33,23.599138299992774,675.0,6849.0,False,200,0.25,1024
34,34,24.299669999993057,675.0,7050.0,False,200,0.25,1024
35,35,25.005894300004,675.0,7251.0,False,200,0.25,1024
36,36,25.71226060000481,675.0,7452.0,False,200,0.25,1024
37,37,26.418627899998683,675.0,7653.0,False,200,0.25,1024
38,38,27.122992300006445,675.0,7854.0,False,200,0.25,1024
39,39,27.827821600003517,675.0,8055.0,False,200,0.25,1024
40,40,28.525802100004512,675.0,8256.0,False,200,0.25,1024
41,41,29.230876699992223,675.0,8457.0,False,200,0.25,1024
42,42,29.941032899994752,675.0,8658.0,False,200,0.25,1024
43,43,30.649071799998637,675.0,8859.0,False,200,0.25,1024
44,44,31.347910099997534,675.0,9060.0,False,200,0.25,1024
45,45,32.049544499997864,675.0,9261.0,False,200,0.25,1024
46,46,32.753875499998685,675.0,9462.0,False,200,0.25,1024
47,47,33.46345779999683,675.0,9663.0,False,200,0.25,1024
48,48,34.16801090000081,675.0,9864.0,False,200,0.25,1024
49,49,34.8699357000005,675.0,10065.0,False,200,0.25,1024
50,50,35.57033679999586,675.0,10266.0,False,200,0.25,1024
51,51,36.276051499997266,675.0,10467.0,False,200,0.25,1024
52,52,36.97890980000375,675.0,10668.0,False,200,0.25,1024
53,53,37.68073409999488,675.0,10869.0,False,200,0.25,1024
54,54,38.38736079999944,675.0,11070.0,False,200,0.25,1024
55,55,39.10210210000514,675.0,11271.0,False,200,0.25,1024
56,56,39.798898900000495,675.0,11472.0,False,200,0.25,1024
57,57,40.49260939999658,675.0,11673.0,False,200,0.25,1024
58,58,41.204693799998495,675.0,11874.0,False,200,0.25,1024
59,59,41.90980989999662,675.0,12075.0,False,200,0.25,1024
60,60,42.61648779999814,675.0,12276.0,False,200,0.25,1024
61,61,43.309834900006535,675.0,12477.0,False,200,0.25,1024
62,62,44.022830899994005,675.0,12678.0,False,200,0.25,1024
63,63,44.720192699998734,675.0,12879.0,False,200,0.25,1024
64,64,45.482926299999235,675.0,13080.0,False,200,0.25,1024
65,65,46.1958411999949,675.0,13281.0,False,200,0.25,1024
66,66,46.89872909999394,675.0,13482.0,False,200,0.25,1024
67,67,47.60918319999473,675.0,13683.0,False,200,0.25,1024
68,68,48.30552069999976,675.0,13884.0,False,200,0.25,1024
69,69,49.081886300002225,675.0,14085.0,False,200,0.25,1024
70,70,49.78963780000049,675.0,14286.0,False,200,0.25,1024
71,71,50.50883199999225,675.0,14487.0,False,200,0.25,1024
72,72,51.20874960000219,675.0,14688.0,False,200,0.25,1024
73,73,51.907887099994696,675.0,14889.0,False,200,0.25,1024
74,74,52.6135401000065,675.0,15090.0,False,200,0.25,1024
75,75,53.32414440000139,675.0,15291.0,False,200,0.25,1024
76,76,54.03268709999975,675.0,15492.0,False,200,0.25,1024
77,77,54.745229799998924,675.0,15693.0,False,200,0.25,1024
78,78,55.44510440000158,675.0,15894.0,False,200,0.25,1024
79,79,56.15108650000184,675.0,16095.0,False,200,0.25,1024
80,80,56.86112089999369,675.0,16296.0,False,200,0.25,1024
81,81,57.56574150000233,675.0,16497.0,False,200,0.25,1024
82,82,58.27635200000077,675.0,16698.0,False,200,0.25,1024
83,83,58.979083099999116,675.0,16899.0,False,200,0.25,1024
84,84,59.687653700006194,675.0,17100.0,False,200,0.25,1024
85,85,60.39224699999613,675.0,17301.0,False,200,0.25,1024
86,86,61.105242999998154,675.0,17502.0,False,200,0.25,1024
87,87,61.81999150000047,675.0,17703.0,False,200,0.25,1024
88,88,62.52691230000346,675.0,17904.0,False,200,0.25,1024
89,89,63.22464440000476,675.0,18105.0,False,200,0.25,1024
90,90,63.93136580000282,675.0,18306.0,False,200,0.25,1024
91,91,64.63745219999691,675.0,18507.0,False,200,0.25,1024
92,92,65.34169929999916,675.0,18708.0,False,200,0.25,1024
93,93,66.05415979999816,675.0,18909.0,False,200,0.25,1024
94,94,66.76089770000544,675.0,19110.0,False,200,0.25,1024
95,95,67.468910399999,675.0,19311.0,False,200,0.25,1024
96,96,68.1827437000029,675.0,19512.0,False,200,0.25,1024
97,97,68.89004379999824,675.0,19713.0,False,200,0.25,1024
98,98,69.60117779999564,675.0,19914.0,False,200,0.25,1024
99,99,70.31864260000293,675.0,20115.0,False,200,0.25,1024
100,100,71.02469419999397,675.0,20316.0,False,200,0.25,1024
101,101,71.73000959999627,675.0,20517.0,False,200,0.25,1024
102,102,72.43322340000304,675.0,20718.0,False,200,0.25,1024
103,103,73.14427570000407,675.0,20919.0,False,200,0.25,1024
104,104,73.85274240000581,675.0,21120.0,False,200,0.25,1024
105,105,74.5633736000018,675.0,21321.0,False,200,0.25,1024
106,106,75.27089790000173,675.0,21522.0,False,200,0.25,1024
107,107,75.97242639999604,675.0,21723.0,False,200,0.25,1024
108,108,76.6797249999945,675.0,21924.0,False,200,0.25,1024
109,109,77.39464050000242,675.0,22125.0,False,200,0.25,1024
110,110,78.10767470000428,675.0,22326.0,False,200,0.25,1024
111,111,78.80963780000457,675.0,22527.0,False,200,0.25,1024
112,112,79.5154465999949,675.0,22728.0,False,200,0.25,1024
113,113,80.21624749999319,675.0,22929.0,False,200,0.25,1024
114,114,80.91980129999865,675.0,23130.0,False,200,0.25,1024
115,115,81.62690699999803,675.0,23331.0,False,200,0.25,1024
116,116,82.33254040000611,675.0,23532.0,False,200,0.25,1024
117,117,83.03405519999797,675.0,23733.0,False,200,0.25,1024
118,118,83.73669689999952,675.0,23934.0,False,200,0.25,1024
119,119,84.44484060000104,675.0,24135.0,False,200,0.25,1024
120,120,85.15929660000256,675.0,24336.0,False,200,0.25,1024
121,121,85.87123999999312,675.0,24537.0,False,200,0.25,1024
122,122,86.58612890000222,675.0,24738.0,False,200,0.25,1024
123,123,87.29540050000651,675.0,24939.0,False,200,0.25,1024
124,124,88.01059429999441,675.0,25140.0,False,200,0.25,1024
125,125,88.71666950000508,675.0,25341.0,False,200,0.25,1024
126,126,89.41801890000352,675.0,25542.0,False,200,0.25,1024
127,127,90.13177969999379,675.0,25743.0,False,200,0.25,1024
128,128,90.84475030000613,675.0,25944.0,False,200,0.25,1024
129,129,91.55409859999781,675.0,26145.0,False,200,0.25,1024
130,130,92.2624150000047,675.0,26346.0,False,200,0.25,1024
131,131,92.96442910000042,675.0,26547.0,False,200,0.25,1024
132,132,93.66923489999317,675.0,26748.0,False,200,0.25,1024
133,133,94.37838779999583,675.0,26949.0,False,200,0.25,1024
134,134,95.08121720000054,675.0,27150.0,False,200,0.25,1024
135,135,95.78636379999807,675.0,27351.0,False,200,0.25,1024
136,136,96.48732509999536,675.0,27552.0,False,200,0.25,1024
137,137,97.19434069999261,675.0,27753.0,False,200,0.25,1024
138,138,97.90102900000056,675.0,27954.0,False,200,0.25,1024
139,139,98.62580939999316,675.0,28155.0,False,200,0.25,1024
140,140,99.32937870000023,675.0,28356.0,False,200,0.25,1024
141,141,100.03440799999225,675.0,28557.0,False,200,0.25,1024
142,142,100.73236259999976,675.0,28758.0,False,200,0.25,1024
143,143,101.43494209999335,675.0,28959.0,False,200,0.25,1024
144,144,102.13803060000646,675.0,29160.0,False,200,0.25,1024
145,145,102.84109519999765,675.0,29361.0,False,200,0.25,1024
146,146,103.54889770000591,675.0,29562.0,False,200,0.25,1024
147,147,104.26299079999444,675.0,29763.0,False,200,0.25,1024
148,148,104.97337890000199,675.0,29964.0,False,200,0.25,1024
149,149,105.68776570000045,675.0,30165.0,False,200,0.25,1024
150,150,106.39785029999621,675.0,30366.0,False,200,0.25,1024
151,151,107.10218299999542,675.0,30567.0,False,200,0.25,1024
152,152,107.80725139999413,675.0,30768.0,False,200,0.25,1024
153,153,108.50937359999807,675.0,30969.0,False,200,0.25,1024
154,154,109.22017289999349,675.0,31170.0,False,200,0.25,1024
155,155,109.93026690000261,675.0,31371.0,False,200,0.25,1024
156,156,110.68671179999365,675.0,31572.0,False,200,0.25,1024
157,157,111.38846020000346,675.0,31773.0,False,200,0.25,1024
158,158,112.09065420000115,675.0,31974.0,False,200,0.25,1024
159,159,112.80062399999588,675.0,32175.0,False,200,0.25,1024
160,160,113.50647419999586,675.0,32376.0,False,200,0.25,1024
161,161,114.21782049999456,675.0,32577.0,False,200,0.25,1024
162,162,114.92087549999997,675.0,32778.0,False,200,0.25,1024
163,163,115.62894819999929,675.0,32979.0,False,200,0.25,1024
164,164,116.3396303000045,675.0,33180.0,False,200,0.25,1024
165,165,117.05849609999859,675.0,33381.0,False,200,0.25,1024
166,166,117.7674898999976,675.0,33582.0,False,200,0.25,1024
167,167,118.47870910000347,675.0,33783.0,False,200,0.25,1024
168,168,119.18395819999569,675.0,33984.0,False,200,0.25,1024
