,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.0034777999971993268,89.0,0.0,0.1,1024
1,1,0.008288799988804385,89.0,2.0,0.1,1024
2,2,0.01391809998312965,88.0,4.0,0.1,1024
3,3,0.018561000004410744,88.0,6.0,0.1,1024
4,4,0.020198999991407618,88.0,7.0,0.1,1024
5,5,0.024927299993578345,88.0,9.0,0.1,1024
6,6,0.029158499994082376,88.0,11.0,0.1,1024
7,7,0.030813699995633215,88.0,12.0,0.1,1024
8,8,0.03403129999060184,86.0,14.0,0.1,1024
9,9,0.03693219998967834,86.0,15.0,0.1,1024
10,10,0.04030229998170398,85.0,17.0,0.1,1024
11,11,0.044639900006586686,85.0,19.0,0.1,1024
12,12,0.0476976000063587,85.0,21.0,0.1,1024
13,13,0.05071839998709038,84.0,23.0,0.1,1024
14,14,0.05226649998803623,84.0,24.0,0.1,1024
15,15,0.05381459998898208,84.0,25.0,0.1,1024
16,16,0.05536500000744127,84.0,26.0,0.1,1024
17,17,0.06133890000637621,84.0,28.0,0.1,1024
18,18,0.06453079998027533,83.0,30.0,0.1,1024
19,19,0.0675887999823317,83.0,32.0,0.1,1024
20,20,0.07061209998209961,82.0,34.0,0.1,1024
21,21,0.07215789999463595,82.0,35.0,0.1,1024
22,22,0.07383979999576695,82.0,36.0,0.1,1024
23,23,0.07654039998305961,82.0,37.0,0.1,1024
24,24,0.0785594999906607,82.0,38.0,0.1,1024
25,25,0.08025719999568537,82.0,39.0,0.1,1024
26,26,0.0836018999980297,81.0,41.0,0.1,1024
27,27,0.08523959998274222,81.0,42.0,0.1,1024
28,28,0.08847489999607205,81.0,44.0,0.1,1024
29,29,0.09005400000023656,81.0,45.0,0.1,1024
30,30,0.0921115999808535,81.0,46.0,0.1,1024
31,31,0.0960897000040859,80.0,48.0,0.1,1024
32,32,0.09891549998428673,80.0,49.0,0.1,1024
33,33,0.10196519998135045,80.0,50.0,0.1,1024
34,34,0.10516029997961596,80.0,52.0,0.1,1024
35,35,0.1090805999992881,79.0,54.0,0.1,1024
36,36,0.11135890000150539,79.0,55.0,0.1,1024
37,37,0.11456119999638759,79.0,57.0,0.1,1024
38,38,0.11615220000385307,79.0,58.0,0.1,1024
39,39,0.11779899999964982,79.0,59.0,0.1,1024
40,40,0.12100389998522587,79.0,61.0,0.1,1024
41,41,0.12268309999490157,79.0,62.0,0.1,1024
42,42,0.12702439998975024,79.0,64.0,0.1,1024
43,43,0.12877939999452792,79.0,65.0,0.1,1024
44,44,0.1304314000008162,79.0,66.0,0.1,1024
45,45,0.13367789998301305,79.0,68.0,0.1,1024
46,46,0.13532060000579804,79.0,69.0,0.1,1024
47,47,0.13695819998974912,79.0,70.0,0.1,1024
48,48,0.14015669998480007,79.0,72.0,0.1,1024
49,49,0.14290760000585578,79.0,73.0,0.1,1024
50,50,0.14492479999898933,79.0,74.0,0.1,1024
51,51,0.14803089998895302,79.0,76.0,0.1,1024
52,52,0.1510855999949854,79.0,78.0,0.1,1024
53,53,0.15265209999051876,79.0,79.0,0.1,1024
54,54,0.15576369999325834,79.0,81.0,0.1,1024
55,55,0.15806859999429435,79.0,82.0,0.1,1024
56,56,0.16228839999530464,78.0,84.0,0.1,1024
57,57,0.16390909999608994,78.0,85.0,0.1,1024
58,58,0.16710809999494813,78.0,87.0,0.1,1024
59,59,0.1701547999982722,78.0,89.0,0.1,1024
60,60,0.17321519998949952,77.0,91.0,0.1,1024
61,61,0.17781819999800064,75.0,93.0,0.1,1024
62,62,0.17954719997942448,75.0,94.0,0.1,1024
63,63,0.18277220000163652,75.0,96.0,0.1,1024
64,64,0.18443299998762086,75.0,97.0,0.1,1024
65,65,0.18753930000821128,75.0,98.0,0.1,1024
66,66,0.189115999994101,75.0,99.0,0.1,1024
67,67,0.19071949998033233,75.0,100.0,0.1,1024
68,68,0.1928355999989435,75.0,101.0,0.1,1024
69,69,0.19453489998704754,75.0,102.0,0.1,1024
70,70,0.19773429998895153,74.0,104.0,0.1,1024
71,71,0.20091519999550655,72.0,106.0,0.1,1024
72,72,0.20416100000147708,70.0,108.0,0.1,1024
73,73,0.20783199998550117,69.0,110.0,0.1,1024
74,74,0.20973229999071918,69.0,111.0,0.1,1024
75,75,0.21401749999495223,69.0,113.0,0.1,1024
76,76,0.2176622999832034,68.0,115.0,0.1,1024
77,77,0.21926869999151677,68.0,116.0,0.1,1024
78,78,0.22087379998993129,68.0,117.0,0.1,1024
79,79,0.22399999998742715,68.0,119.0,0.1,1024
80,80,0.22701689999666996,68.0,120.0,0.1,1024
81,81,0.23060949999489821,68.0,122.0,0.1,1024
82,82,0.2322662999795284,68.0,123.0,0.1,1024
83,83,0.2355217000003904,67.0,125.0,0.1,1024
84,84,0.23718450000160374,67.0,126.0,0.1,1024
85,85,0.24045240000123158,67.0,128.0,0.1,1024
86,86,0.24289609998231754,67.0,129.0,0.1,1024
87,87,0.2448228999855928,67.0,130.0,0.1,1024
88,88,0.24817549998988397,67.0,132.0,0.1,1024
89,89,0.24983019998762757,67.0,133.0,0.1,1024
90,90,0.25306170000112616,67.0,135.0,0.1,1024
91,91,0.25471740000648424,67.0,136.0,0.1,1024
92,92,0.25646959998994134,67.0,137.0,0.1,1024
93,93,0.2607244999962859,67.0,139.0,0.1,1024
94,94,0.2626371999795083,67.0,140.0,0.1,1024
95,95,0.26573630000348203,67.0,142.0,0.1,1024
96,96,0.268888299993705,66.0,144.0,0.1,1024
97,97,0.27045389998238534,66.0,145.0,0.1,1024
98,98,0.27354619998368435,66.0,147.0,0.1,1024
99,99,0.27819879999151453,66.0,149.0,0.1,1024
100,100,0.281503399979556,63.0,151.0,0.1,1024
101,101,0.28317219999735244,63.0,152.0,0.1,1024
102,102,0.2848249999806285,63.0,153.0,0.1,1024
103,103,0.28647649998310953,63.0,154.0,0.1,1024
104,104,0.2896296999824699,62.0,156.0,0.1,1024
105,105,0.2916235000011511,62.0,157.0,0.1,1024
106,106,0.2936838000023272,62.0,158.0,0.1,1024
107,107,0.2970748999796342,62.0,160.0,0.1,1024
108,108,0.2987021000008099,62.0,161.0,0.1,1024
109,109,0.30185679998248816,61.0,163.0,0.1,1024
110,110,0.30354199997964315,61.0,164.0,0.1,1024
111,111,0.30518080000183545,61.0,165.0,0.1,1024
112,112,0.3069422999978997,61.0,166.0,0.1,1024
113,113,0.30902399998740293,61.0,167.0,0.1,1024
114,114,0.3132350999803748,60.0,169.0,0.1,1024
115,115,0.31740139998146333,60.0,171.0,0.1,1024
116,116,0.3205372999946121,60.0,173.0,0.1,1024
117,117,0.32211690000258386,60.0,174.0,0.1,1024
118,118,0.32371989998500794,60.0,175.0,0.1,1024
119,119,0.3283806999970693,60.0,177.0,0.1,1024
120,120,0.33166769999661483,59.0,179.0,0.1,1024
121,121,0.33332949999021366,59.0,180.0,0.1,1024
122,122,0.3365683000010904,59.0,182.0,0.1,1024
123,123,0.33979110000655055,59.0,184.0,0.1,1024
124,124,0.34191449999343604,59.0,185.0,0.1,1024
125,125,0.34556739998515695,59.0,187.0,0.1,1024
126,126,0.34868999998434447,58.0,189.0,0.1,1024
127,127,0.3502993999863975,58.0,190.0,0.1,1024
128,128,0.3519959999830462,58.0,191.0,0.1,1024
129,129,0.3552295999834314,58.0,192.0,0.1,1024
130,130,0.356861599982949,58.0,193.0,0.1,1024
131,131,0.3612070999806747,58.0,195.0,0.1,1024
132,132,0.36431439997977577,56.0,197.0,0.1,1024
133,133,0.36588830000255257,56.0,198.0,0.1,1024
134,134,0.36746409998158924,56.0,199.0,0.1,1024
135,135,0.36906729999464005,56.0,200.0,0.1,1024
136,136,0.37068699998781085,56.0,201.0,0.1,1024
137,137,0.37378870000247844,56.0,203.0,0.1,1024
138,138,0.3764966999879107,56.0,204.0,0.1,1024
139,139,0.3799220999935642,56.0,206.0,0.1,1024
140,140,0.38151000000652857,56.0,207.0,0.1,1024
141,141,0.3845791000057943,56.0,209.0,0.1,1024
142,142,0.3876542999933008,56.0,211.0,0.1,1024
143,143,0.3909789999888744,56.0,213.0,0.1,1024
144,144,0.39453879999928176,56.0,215.0,0.1,1024
145,145,0.39619719999609515,56.0,216.0,0.1,1024
146,146,0.39935769999283366,55.0,218.0,0.1,1024
147,147,0.40097160000004806,55.0,219.0,0.1,1024
148,148,0.40261849999660626,55.0,220.0,0.1,1024
149,149,0.4065176000003703,55.0,222.0,0.1,1024
150,150,0.4095341000065673,55.0,223.0,0.1,1024
151,151,0.4116488999861758,55.0,224.0,0.1,1024
152,152,0.4135801999946125,55.0,225.0,0.1,1024
153,153,0.41517059999750927,55.0,226.0,0.1,1024
154,154,0.4182831000071019,54.0,228.0,0.1,1024
155,155,0.4199185000034049,54.0,229.0,0.1,1024
