,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.008956899982877076,5.0,200.0,200,0.25,1024
1,1,0.02792680001584813,1.0,402.0,200,0.25,1024
2,2,0.048844599979929626,1.0,603.0,200,0.25,1024
3,3,0.07261620002100244,1.0,804.0,200,0.25,1024
4,4,0.09214429999701679,0.0,1006.0,200,0.25,1024
5,0,0.008956899982877076,5.0,200.0,200,0.5,1024
6,1,0.02792680001584813,1.0,402.0,200,0.5,1024
7,2,0.048844599979929626,1.0,603.0,200,0.5,1024
8,3,0.07261620002100244,0.0,805.0,200,0.5,1024
9,0,0.008956899982877076,5.0,200.0,200,0.75,1024
10,1,0.02792680001584813,0.0,402.0,200,0.75,1024
11,0,0.008956899982877076,5.0,400.0,400,0.25,1024
12,1,0.02792680001584813,1.0,802.0,400,0.25,1024
13,2,0.048844599979929626,0.0,1204.0,400,0.25,1024
14,0,0.008956899982877076,5.0,400.0,400,0.5,1024
15,1,0.02792680001584813,1.0,802.0,400,0.5,1024
16,2,0.048844599979929626,1.0,1203.0,400,0.5,1024
17,3,0.07261620002100244,0.0,1605.0,400,0.5,1024
18,0,0.008956899982877076,5.0,400.0,400,0.75,1024
19,1,0.02792680001584813,1.0,802.0,400,0.75,1024
20,2,0.048844599979929626,1.0,1203.0,400,0.75,1024
21,3,0.07261620002100244,1.0,1604.0,400,0.75,1024
22,4,0.09214429999701679,0.0,2006.0,400,0.75,1024
23,0,0.008956899982877076,5.0,600.0,600,0.25,1024
24,1,0.02792680001584813,0.0,1202.0,600,0.25,1024
25,0,0.008956899982877076,5.0,600.0,600,0.5,1024
26,1,0.02792680001584813,0.0,1202.0,600,0.5,1024
27,0,0.008956899982877076,5.0,600.0,600,0.75,1024
28,1,0.02792680001584813,0.0,1202.0,600,0.75,1024
