,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.02560809999704361,18.0,200.0,False,200,0.25,1024
1,1,2.357062099967152,5.0,402.0,False,200,0.25,1024
2,2,4.941213199985214,5.0,603.0,False,200,0.25,1024
3,3,7.780805399990641,4.0,805.0,False,200,0.25,1024
4,4,10.276784699992277,4.0,1006.0,False,200,0.25,1024
5,5,12.950349399994593,2.0,1208.0,False,200,0.25,1024
6,6,15.573501400009263,2.0,1409.0,False,200,0.25,1024
7,7,18.538319399987813,1.0,1611.0,False,200,0.25,1024
8,8,21.61430899996776,1.0,1812.0,False,200,0.25,1024
9,9,24.789309000014327,0.0,2014.0,False,200,0.25,1024
10,0,0.02560809999704361,18.0,200.0,False,200,0.5,1024
11,1,2.357062099967152,4.0,402.0,False,200,0.5,1024
12,2,4.941213199985214,4.0,603.0,False,200,0.5,1024
13,3,7.780805399990641,4.0,804.0,False,200,0.5,1024
14,4,10.276784699992277,4.0,1005.0,False,200,0.5,1024
15,5,12.950349399994593,4.0,1206.0,False,200,0.5,1024
16,6,15.573501400009263,4.0,1407.0,False,200,0.5,1024
17,7,18.538319399987813,3.0,1609.0,False,200,0.5,1024
18,8,21.61430899996776,3.0,1810.0,False,200,0.5,1024
19,9,24.789309000014327,3.0,2011.0,False,200,0.5,1024
20,10,0.022544400009792298,2.0,2213.0,False,200,0.5,1024
21,11,2.1738104000105523,2.0,2414.0,False,200,0.5,1024
22,12,5.157268899958581,2.0,2615.0,False,200,0.5,1024
23,13,7.626189599977806,1.0,2817.0,False,200,0.5,1024
24,14,10.229319499980193,1.0,3018.0,False,200,0.5,1024
25,15,13.435757600003853,1.0,3219.0,False,200,0.5,1024
26,16,16.596109299978707,1.0,3420.0,False,200,0.5,1024
27,17,19.56339179998031,1.0,3621.0,False,200,0.5,1024
28,18,21.955624199996237,1.0,3822.0,False,200,0.5,1024
29,19,24.396296499995515,1.0,4023.0,False,200,0.5,1024
30,20,26.795954999979585,1.0,4224.0,False,200,0.5,1024
31,21,29.386405700002797,1.0,4425.0,False,200,0.5,1024
32,22,31.933565799961798,1.0,4626.0,False,200,0.5,1024
33,23,34.67411369999172,1.0,4827.0,False,200,0.5,1024
34,24,37.34340789995622,1.0,5028.0,False,200,0.5,1024
35,25,40.97888750000857,1.0,5229.0,False,200,0.5,1024
36,26,44.32941299997037,1.0,5430.0,False,200,0.5,1024
37,27,47.213314900000114,1.0,5631.0,False,200,0.5,1024
38,28,49.90172500000335,1.0,5832.0,False,200,0.5,1024
39,29,52.46929350000573,1.0,6033.0,False,200,0.5,1024
40,30,55.20769419998396,1.0,6234.0,False,200,0.5,1024
41,31,57.82652030000463,1.0,6435.0,False,200,0.5,1024
42,32,60.46401150000747,1.0,6636.0,False,200,0.5,1024
43,33,62.86995309998747,1.0,6837.0,False,200,0.5,1024
44,34,65.6899071999942,1.0,7038.0,False,200,0.5,1024
45,35,68.37960360001307,1.0,7239.0,False,200,0.5,1024
46,36,71.01499719999265,1.0,7440.0,False,200,0.5,1024
47,37,73.54978309996659,1.0,7641.0,False,200,0.5,1024
48,38,75.90334999997867,1.0,7842.0,False,200,0.5,1024
49,39,78.46642609999981,1.0,8043.0,False,200,0.5,1024
50,40,80.95743919996312,1.0,8244.0,False,200,0.5,1024
51,41,83.47790599998552,1.0,8445.0,False,200,0.5,1024
52,42,85.88572399999248,1.0,8646.0,False,200,0.5,1024
53,43,88.25894639996113,1.0,8847.0,False,200,0.5,1024
54,44,90.62796819995856,1.0,9048.0,False,200,0.5,1024
55,45,92.9948070999817,1.0,9249.0,False,200,0.5,1024
56,46,95.37984710000455,1.0,9450.0,False,200,0.5,1024
57,47,97.64247819996672,1.0,9651.0,False,200,0.5,1024
58,48,100.48658599995542,1.0,9852.0,False,200,0.5,1024
59,49,103.25510959996609,1.0,10053.0,False,200,0.5,1024
60,50,105.82711339998059,1.0,10254.0,False,200,0.5,1024
61,51,108.18898470001295,1.0,10455.0,False,200,0.5,1024
62,52,110.73796790000051,1.0,10656.0,False,200,0.5,1024
63,53,113.31564980000257,1.0,10857.0,False,200,0.5,1024
64,54,115.78637709998293,1.0,11058.0,False,200,0.5,1024
65,55,118.61095329996897,1.0,11259.0,False,200,0.5,1024
66,56,120.92543800000567,1.0,11460.0,False,200,0.5,1024
67,57,123.64086919999681,1.0,11661.0,False,200,0.5,1024
68,58,126.14535419997992,1.0,11862.0,False,200,0.5,1024
69,59,128.7381184999831,1.0,12063.0,False,200,0.5,1024
70,60,130.99609649996273,1.0,12264.0,False,200,0.5,1024
71,61,133.444437499973,1.0,12465.0,False,200,0.5,1024
72,62,135.79499909997685,1.0,12666.0,False,200,0.5,1024
73,63,138.0869115999667,1.0,12867.0,False,200,0.5,1024
74,64,140.46404639998218,1.0,13068.0,False,200,0.5,1024
75,65,142.7586536000017,1.0,13269.0,False,200,0.5,1024
