,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.00032900000223889947,18.0,0.0,0.1,1024
1,1,0.0017469000304117799,16.0,2.0,0.1,1024
2,2,0.003005000005941838,16.0,4.0,0.1,1024
3,3,0.004395299998577684,16.0,5.0,0.1,1024
4,4,0.004596900020260364,15.0,7.0,0.1,1024
5,5,0.0073179000173695385,15.0,9.0,0.1,1024
6,6,0.008019000000786036,15.0,11.0,0.1,1024
7,7,0.008642599976155907,13.0,13.0,0.1,1024
8,8,0.00893110001925379,13.0,15.0,0.1,1024
9,9,0.010754499991890043,13.0,17.0,0.1,1024
10,10,0.01095650001661852,13.0,19.0,0.1,1024
11,11,0.011155500018503517,13.0,21.0,0.1,1024
12,12,0.011343899997882545,13.0,23.0,0.1,1024
13,13,0.011522700020577759,12.0,25.0,0.1,1024
14,14,0.011633099988102913,12.0,26.0,0.1,1024
15,15,0.011817099992185831,12.0,28.0,0.1,1024
16,16,0.011928000021725893,12.0,29.0,0.1,1024
17,17,0.013594200019724667,12.0,31.0,0.1,1024
18,18,0.013794100028462708,11.0,33.0,0.1,1024
19,19,0.013930500019341707,11.0,34.0,0.1,1024
20,20,0.014059700013604015,11.0,35.0,0.1,1024
21,21,0.014245000027585775,11.0,37.0,0.1,1024
22,22,0.014433100004680455,10.0,39.0,0.1,1024
23,23,0.0146264000213705,10.0,41.0,0.1,1024
24,24,0.014811299974098802,10.0,43.0,0.1,1024
25,25,0.015018799982499331,10.0,45.0,0.1,1024
26,26,0.015223400027025491,8.0,47.0,0.1,1024
27,27,0.015408399980515242,8.0,49.0,0.1,1024
28,28,0.01552269997773692,8.0,50.0,0.1,1024
29,29,0.01563999999780208,8.0,51.0,0.1,1024
30,30,0.01591959997313097,8.0,52.0,0.1,1024
31,31,0.0163763000164181,8.0,54.0,0.1,1024
32,32,0.016864000004716218,8.0,56.0,0.1,1024
33,33,0.01899110001977533,8.0,58.0,0.1,1024
34,34,0.019193099986296147,8.0,60.0,0.1,1024
35,35,0.019383399980142713,8.0,62.0,0.1,1024
36,36,0.019498499983455986,8.0,63.0,0.1,1024
37,37,0.01968760002637282,8.0,65.0,0.1,1024
38,38,0.019875099998898804,8.0,67.0,0.1,1024
39,39,0.020058699999935925,7.0,69.0,0.1,1024
40,40,0.020246799977030605,6.0,71.0,0.1,1024
41,41,0.020362499984912574,6.0,72.0,0.1,1024
42,42,0.02056640002410859,5.0,74.0,0.1,1024
43,43,0.0207941000116989,5.0,75.0,0.1,1024
44,44,0.02107449999311939,5.0,77.0,0.1,1024
45,45,0.021470699983183295,5.0,79.0,0.1,1024
46,46,0.021714999980758876,5.0,80.0,0.1,1024
47,47,0.021990999986883253,5.0,82.0,0.1,1024
48,48,0.022206800000276417,5.0,84.0,0.1,1024
49,49,0.022431000019423664,5.0,86.0,0.1,1024
50,50,0.02266560000134632,5.0,88.0,0.1,1024
51,51,0.02289510000264272,4.0,90.0,0.1,1024
52,52,0.02314100001240149,4.0,92.0,0.1,1024
53,53,0.02336049999576062,4.0,94.0,0.1,1024
54,54,0.02347930002724752,4.0,95.0,0.1,1024
55,55,0.023598300002049655,4.0,96.0,0.1,1024
56,56,0.023715800023637712,4.0,97.0,0.1,1024
57,57,0.023833799990825355,4.0,98.0,0.1,1024
58,58,0.023951300012413412,4.0,99.0,0.1,1024
59,59,0.024142500013113022,4.0,101.0,0.1,1024
60,60,0.02433390001533553,4.0,103.0,0.1,1024
61,61,0.024525700020603836,4.0,105.0,0.1,1024
62,62,0.02464369998779148,4.0,106.0,0.1,1024
63,63,0.02483589999610558,4.0,108.0,0.1,1024
64,64,0.02502419997472316,3.0,110.0,0.1,1024
65,65,0.026768999989144504,3.0,111.0,0.1,1024
66,66,0.026976099994499236,3.0,113.0,0.1,1024
67,67,0.027173199981916696,2.0,115.0,0.1,1024
