,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.0,1.0000746812701649,0.06647432247625935,0.011758613368765079,0.012417864277078456,0.011397109506831548,0.013159575364052703,0.01087432816465606,0.012430611544208053,0.011397109504488766,0.01241786427707845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011397109504489362,0.0,0.0,0.011397109506831189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0000746812701649,0.06647432247625935,0.011758613368765079,0.012417864277078456,0.011397109506831548,0.013159575364052703,0.01087432816465606,0.012430611544208053,0.011397109504488766,0.01241786427707845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011397109504489362,0.0,0.0,0.011397109506831189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,1.0000746812701649,0.06647432247625971,0.01175861336876544,0.012417864277078815,0.011397109506831909,0.013159575364053062,0.01087432816465642,0.012430611544208414,0.011397109504489127,0.012417864277078808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011397109504489723,1.6463612699567982e-10,0.0,0.01139710950683155,0.0,1.6463612699567982e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6463612699567982e-10
3,0.0,1.0000746812701649,0.06647432247625958,0.0117586133687653,0.012417864277078678,0.011397109506831772,0.013159575364052925,0.010874328164656282,0.012430611544208277,0.01139710950448899,0.012417864277078671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011397109504489586,0.0,0.0,0.011397109506831413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,1.0000746812701649,0.0664743224762598,0.011758613368765523,0.012417864277078902,0.011397109506831994,0.013159575364053148,0.010874328164656506,0.012430611544208499,0.011397109504489212,0.012417864277078895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011397109504489808,0.0,0.0,0.011397109506831635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,1.0000746812701649,0.06647432247625891,0.011758613368764633,0.012417864277078007,0.011397109506831102,0.013159575364052255,0.010874328164655613,0.012430611544207605,0.01139710950448832,0.012417864277078002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011397109504488915,0.0,0.0,0.011397109506830743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,1.0000746812701649,0.06647432247625944,0.011758613368765165,0.012417864277078545,0.011397109506831638,0.013159575364052793,0.010874328164656149,0.012430611544208141,0.011397109504488856,0.012417864277078538,0.0,1.6463612699567982e-10,1.6463612699567982e-10,0.0,0.0,1.6463612699567982e-10,0.0,0.0,0.0,0.011397109504489451,1.6463612699567982e-10,0.0,0.011397109506831279,0.0,1.6463612699567982e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6463612699567982e-10
7,1.6463612699567982e-10,1.0000746812701649,0.06647432247626137,0.011758613368767086,0.012417864277080467,0.01139710950683356,0.013159575364054717,0.010874328164658073,0.012430611544210065,0.011397109504490778,0.012417864277080462,0.0,0.0,0.0,0.0,1.6463612699567982e-10,0.0,0.0,0.0,0.0,0.011397109504491375,0.0,0.0,0.011397109506833201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,1.0000746812701649,0.06647432247625897,0.011758613368764685,0.012417864277078056,0.01139710950683115,0.0131595753640523,0.010874328164655661,0.012430611544207654,0.011397109504488367,0.01241786427707805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011397109504488964,0.0,0.0,0.011397109506830792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.6463612699567982e-10,1.0000746812701649,0.06647432247625569,0.011758613368761408,0.012417864277074784,0.011397109506827877,0.013159575364049034,0.010874328164652388,0.012430611544204382,0.011397109504485095,0.012417864277074779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011397109504485692,0.0,0.0,0.011397109506827518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
