,0,1
0,2.266940632139895,3.1118521349733115
1,3.8255231396506653,4.390972826843674
2,2.0918953033079846,2.8235557453488966
3,3.294947292437654,3.886059358825262
4,3.98237812352042,4.387733817508947
5,1.836529644330087,3.0410066464452252
6,2.866415766165737,3.838694633461761
7,2.9024606836828397,3.5419009661182232
8,3.372939963666541,3.917926187209067
9,4.125353865400515,3.3994106928228316
10,2.0200810209359785,2.945117682313361
11,1.861331632539119,2.7097217067818504
12,3.72290279936952,4.468522330312757
13,2.234231143242605,3.073560974166683
14,1.6631991161735507,2.2756998204781635
15,2.8345011187609406,3.5355817632543314
16,3.2167785770035984,2.360309839149538
17,2.0908977626381864,3.319758038595519
18,3.2289686209510187,2.8619067490976255
19,3.2891915985067177,3.7528111236440806
20,5.121812502096931,4.445783131813312
21,2.4030456437326584,3.4899283463402506
22,2.0152787571842756,2.6621924760281104
23,4.10294894004909,3.4851194770169687
24,3.869138400157213,4.545205583710414
25,1.5438579936043528,2.8692713203214595
26,3.597393676464504,2.7111238895176366
27,3.149606580027505,3.843931079508401
28,3.5052892977871997,3.9032100847235185
29,3.1534314212520154,3.8809064238257496
30,2.9095385703149272,3.7124216904352183
31,2.819689841576461,3.4868571983544125
32,2.523793084292596,3.4169552731534316
33,1.8088711453330721,3.035351319379636
34,4.467377008105759,3.7961250065462675
35,3.734538132643582,4.383742901792417
36,3.344961761365358,4.046123674346227
37,2.9635781463977375,3.8028777944935435
38,3.076611786584321,3.512980202291915
39,4.657750840984539,3.5889482803292885
40,4.760810260203423,3.9774248741058806
41,2.752713462338475,3.5422052921704412
42,3.528369832577294,2.6658452405726774
43,1.7515213542912087,2.882346959892358
44,3.5106233525113555,4.1093306979090976
45,1.9055622220539101,3.113423531843846
46,2.1852188258666216,3.3272600517209887
47,2.109947436761318,2.930665343139505
48,2.539627703394947,3.3499775666974934
49,3.532258017558698,4.4729476224823115
50,2.503342673391055,3.399771152550657
51,2.486233870466485,3.1033411650086404
52,3.025790488838302,3.8846960164189435
53,2.457944362005457,3.2895816752771334
54,4.66481778376562,5.037905790750917
55,2.912908700514462,3.679638045252803
56,1.467960724158317,2.500891279752837
57,9.388794222881913,9.468496036074631
58,4.279005967647266,3.8277020205014556
59,2.1786568933356403,3.0830932651500356
60,4.981743293733836,4.395554862609922
61,2.49500767462511,3.347154873576557
62,3.3608297267801186,3.9255155085373237
63,2.7580000849239568,3.6209538369771415
64,3.9467525934445513,4.184676510903801
65,2.561367452674249,3.2719787723550233
66,3.81796209648064,4.5207911662062505
67,2.8599725200445096,2.5087749212391985
68,3.519829841878979,3.138058860573292
69,2.3404445991137575,3.097063622203566
70,4.483081977263554,5.083173583349961
71,3.0969163720954076,3.8286849688491538
72,3.370025512796436,2.576122347900129
73,3.2546424402793077,4.260263076756122
74,2.862331366727667,3.663753043582932
75,2.4618130969663286,3.5101453342556868
76,2.623508058557579,3.5340504902954595
77,1.3827685845475395,2.89230309929386
78,2.729422999086858,1.9853882100401177
79,4.400108256660053,3.330620747997564
80,5.3637633322601195,4.691873360373715
81,3.57937817096682,2.9178362824130217
82,4.151114377049607,4.726284851965568
83,4.374793897429591,4.56878310819213
84,2.622264186681905,3.6740958986057244
85,3.203193705974446,3.845744154405814
86,3.024200464605622,3.5854867694480848
87,2.409412762402673,2.984449745284647
88,2.348440219688957,3.2400997467736614
89,2.6878567726054037,3.3132799936851844
90,2.7040460344805557,1.7544576579411015
91,3.4898948039822497,2.725119898401927
92,3.3647993195402304,2.816499376616774
93,3.2519386580836303,2.4058715586063366
94,1.575653527003689,2.8703522717214556
95,3.2854532690697154,2.526407691813549
96,3.357744132940102,3.845078287776742
97,3.9889269685595283,4.476349289829968
98,2.500240557637277,3.4292747057505952
99,2.4944592904124216,2.982260247535495
100,1.361388029251643,2.3825217614635013
101,2.386737620930199,3.4462276315122677
102,2.641978708887837,3.1283182006149466
103,3.3829285533624196,3.9738800933112404
104,2.7783795001849083,3.45626706607459
105,3.2143151844621536,4.038642761495796
106,4.63742403934994,5.226604964803235
107,1.8418108996296039,2.9068583512263206
108,3.4350065769736173,4.38691626090694
109,3.529580194909648,3.9417563871197303
110,3.564971346152458,4.150901956412977
111,2.687218541764257,3.372832337454218
112,2.6103283105303183,1.849433646326079
113,5.733843993675885,6.119802224403786
114,2.780104037341905,3.762814783007902
115,1.9642911345718204,2.7559188576451636
116,2.465643061214962,3.276479097528799
117,2.945925031615137,3.56268542862875
118,2.2161909075060158,3.180582243070648
119,3.597722299530298,4.3119742796722935
120,2.376855705471575,3.319878233843515
121,2.539111055099297,3.5989438215218064
122,3.2782138076228318,3.819088051170859
123,3.3662278656595594,4.083373684247677
124,2.3844472646926183,2.949420957554153
125,3.53842511999505,4.236778866344589
126,3.7278138856270386,3.011272196890067
127,3.5076886109913312,2.568581404098398
128,2.706110253354031,3.2467046362228174
129,3.069498889068996,3.4318683391669724
130,5.48143623585975,4.743796790078396
131,5.036909852405595,4.287531539083068
132,2.420569991834697,3.3735365381530706
133,2.10898734095856,3.136181458705829
134,3.7069745611788387,4.4100619169180835
135,2.906189944456373,2.0047137723399073
136,2.3210479939380537,3.1471326858531175
137,3.1050900828244576,3.399547467186828
138,2.1530723022225846,3.3650781127649174
139,1.9294243562299132,2.707062550990902
140,3.054575942216445,3.7260161502412434
141,2.140746687864147,2.6719347973741363
142,3.009261733274973,2.2351721503368713
143,2.4399540173629526,3.4656625388669777
144,3.6921968970998607,4.359688613161613
145,3.3840230848317328,2.9388085126343104
146,2.5157640553558527,3.5743490553595394
147,2.6199688931547436,3.389598541313921
148,2.3393272646829213,3.4091268343755994
149,1.6130711017034336,2.8810866838823377
150,3.245489076832936,2.547748758721211
151,3.2720626627517,3.5797886586672902
152,2.3363628231008167,2.4438193448335688
153,1.9178516441012428,2.965931022360407
154,6.133429182912404,6.358015380048899
155,2.5420724971701336,3.3343255560506266
156,3.9610200427176294,4.370969793711212
157,2.7780980759528604,3.6947396782969024
158,4.793731006349995,4.052688190921171
159,2.188872812489051,3.0708005576050166
160,4.122069950172265,4.8129698776709695
161,3.510027112104168,4.1722949725436544
162,4.161711430489657,3.5230931277092283
163,5.108611315602306,4.2223283260495075
164,2.1097038051464394,3.269209587143727
165,1.732689466466841,2.81611517829974
166,3.744531112743254,2.802218273558257
167,2.363748980459317,3.149886109344804
168,1.2905288472524172,2.625156549663328
169,3.223281360769849,3.5993284282897906
170,2.1897270248861878,2.997211520118185
171,2.866273360671293,2.066801136682929
172,2.9739853918101495,3.686939045669031
173,2.206928217104647,3.1858291109003876
174,4.906019964505526,4.203206031959931
175,2.3389256260168345,3.1341777626924516
176,3.149606580027505,3.843931079508401
177,1.6661733455906897,2.835334311464965
178,3.251984608904865,4.183433146808726
179,3.895756220804493,4.716477054954088
180,4.148845614803707,3.880010232935288
181,3.3575076871094205,2.2807988016106036
182,2.2228196036136567,3.2933206162664432
183,4.558814340255729,3.8192304794902125
184,2.3013151131498186,3.2316387985023125
185,4.511582127324821,4.31043069185689
186,3.1558755285798648,1.872177671440691
187,2.873716425595848,2.2421794455368755
188,3.126297964596384,3.729314697725087
189,3.039651071525004,3.7114324807229533
190,3.153861634122936,3.799977792642537
191,2.7543184649871466,3.4885238766564037
192,2.4463083272555433,3.2706686103311826
193,2.2230147529707582,3.1974295510248223
194,6.107549656856871,6.464691986800222
195,5.215864831144964,5.035502706753323
196,4.187016661340468,3.2695307671914797
197,3.053110642881942,3.6288239654352568
198,2.9606069345898742,3.714071637840018
199,5.91384309414935,6.181274029923746
200,3.2113276764440335,2.4806559627536755
201,2.0106474081293135,3.162954788823448
202,2.8133110673471324,1.8781810163479324
203,4.036468381006754,4.712257329288663
204,2.4663395499753444,3.409823444905445
205,2.6447245964519888,3.144129857264112
206,3.786102474143403,3.1641313836123777
207,3.076611786584321,3.512980202291915
208,2.3820702913944807,2.8711325753638173
209,3.399575185355148,4.079776859018903
210,2.685933688273126,3.134629285673113
211,2.9734247426745726,3.832380307335601
212,3.4313077405218047,3.4200181142856514
213,2.649050150932113,3.6067310878305565
214,2.927131491711799,3.7488654660179854
215,3.3023177256057115,2.73684028524121
216,2.3040562498531614,3.3423695622475664
217,2.68591032212291,3.097727676404128
218,3.350564170566492,1.7124573390708193
219,2.355488885486239,3.474838613268874
220,7.4536369999682215,7.902636969655926
221,2.5322479559967945,2.026275315891884
222,3.4532911216392734,4.109891166469321
223,3.267870811235851,3.84361955399684
224,2.6555982391372988,1.7263659382071541
225,1.8013678495811083,2.6594651018904547
226,3.09615655596588,2.5416467935891505
227,2.704947552251918,3.5865786103770545
228,2.6864731758509066,3.4285420726264513
229,3.6205028386709066,4.171184714797619
230,2.319652070612521,3.072195696200989
231,2.1786568933356403,3.0830932651500356
232,2.7223181403852457,3.722009002441502
233,3.047911913284719,2.0892453060383938
234,2.804106025922056,3.3219993136836936
235,3.176293566226376,3.8954165314236646
236,2.877370350409266,3.8133564734767393
237,3.7168839273497003,4.2715959130405885
238,2.415475312759552,3.147631146789058
239,1.757478588960092,2.986995124987846
240,2.3257165133867472,3.1842486780679597
241,3.163331497542711,3.943161392424133
242,3.52597180176148,4.320581109029711
243,3.721014708544468,4.277324590195078
244,1.4006412805754236,2.585419691081104
245,2.243183241487591,3.3319173085815543
246,4.342095710448456,4.850880776867311
247,2.581251253371895,1.4809097046284883
248,3.358193992892437,3.985022367948386
249,1.9553676399911386,2.921764499415566
250,9.441729324406397,9.173321286921409
251,2.162680344003935,2.8441113422565176
252,2.8309082855824896,2.668435719650453
253,1.9126716463554008,2.7053089677793887
254,1.926687592291662,2.724975659528195
255,2.9635179430505247,3.7636547605943065
256,2.9132302251424913,3.9133259224518997
257,4.182715278712548,3.285185869737557
258,2.6568335286780442,2.1547178918661207
259,3.3545368506136914,3.704270814605801
260,2.5610951268850206,3.645001918335595
261,2.099445434517388,2.892508956035977
262,2.4888701555593364,3.028745986096063
263,2.1848468601696025,3.503424780948525
264,2.9348846364361796,3.6107998921024054
265,1.8856927154917411,2.690239658292089
266,3.208405446218431,2.61836125375117
267,2.6705476542449667,3.4268531884144466
268,2.3351932866061964,3.385191637934166
269,1.51588595489166,2.82440686051792
270,3.2830930948534607,4.101373176283595
271,2.8663466060321285,3.425925918885062
272,3.4369350824729223,4.127317702420673
273,2.8146450118113715,3.408753123318771
274,3.20333197872253,2.1301429707394917
275,2.280256989072914,3.326140507422175
276,3.9663745608495207,3.136977080489902
277,2.8688647728925742,1.4865459438765907
278,2.5287708502997264,3.1926642654649946
279,2.467312390140527,3.3958814386454015
280,3.1471014062731233,3.8355153625605674
281,1.926687592291662,2.724975659528195
282,2.194259133384866,2.92622497128364
283,2.1920860084907177,3.197292102655679
284,3.3695851168290325,4.251565884260804
285,4.4415352438901,4.182756683178773
286,3.3235985523059433,2.412385142233119
287,1.6667678100676444,2.550633270267485
288,2.616886448302054,2.076767289488924
289,3.19548648671678,3.744413862795598
290,4.40327974831792,4.089865922033772
291,3.926781802344474,4.629778425884842
292,3.00506290362736,3.948494689394472
293,2.876476822705266,3.417341060302932
294,3.4690415122451577,4.149138639404256
295,3.1427576504034005,3.9350420507996495
296,2.680321415075922,3.3925563843947866
297,3.1945281368905754,3.831662790924635
298,3.592420005695787,4.330929456202279
299,2.8249460523754633,3.4246481812951135
300,2.849364474978052,2.5861677311990006
