,0,1,2
0,3.520882482348417,2.700534762547995,2.103736705427714
1,5.180784962585021,2.272336767746801,4.29935586076154
2,3.906369554709233,3.8868517180113855,1.4917145656569202
3,5.670090188560509,2.2708820459504744,4.659309280075707
4,3.79430326026829,3.2807646194038176,2.497486034829836
5,4.488133830180564,3.460055660501081,1.4181892269184675
6,4.539533852920977,3.1174505174330944,2.3373958677468587
7,4.10640942517269,3.0775179262633796,2.3613833814427054
8,4.431851342909559,2.8674141218891425,3.627408053931002
9,4.010517484041413,6.425352877734613,5.065197570878501
10,4.055498022679292,4.208860272408674,1.3896300569579187
11,3.4412389554542857,1.4693565206056827,2.8369733173227702
12,4.680686046175613,4.80311694849548,2.7546037877440175
13,3.9230516729005616,3.1274294740908783,2.1037483925764393
14,2.671043864706087,3.2991815728673837,1.4209379159331075
15,4.959672789176874,1.701175843921675,3.3286398751025064
16,2.0328431872564083,4.801850487535024,4.232348946556193
17,3.828078408898745,3.3007963743446482,1.2106450038203747
18,1.9998125959938804,4.2539061121417,3.8699588309481
19,3.783833844688973,3.5414953366015327,1.8926357001248066
20,3.6167585671342444,6.37784468312752,5.796419559150496
21,5.318999354416447,1.5335373778583195,4.2926302964098655
22,3.4388340320142525,3.0404682189291288,2.2114746950519684
23,2.988266351820871,5.8533158240639125,5.508140587789356
24,6.388232852755246,3.1019305592863833,5.807062559078188
25,4.54205512587779,2.666256884492966,1.8907241723962172
26,2.7863179957933415,5.685511820957533,4.2549860819579255
27,5.156718901876971,2.1044613688046683,4.3730958620105245
28,3.8041660781663986,4.365908337153532,2.6897380588193465
29,3.989192799251126,3.607239677661273,2.0063454118980157
30,4.8865737544410495,4.1393718432489255,2.075234814181523
31,4.838548050424468,4.921907501351877,2.4295240192242153
32,4.526633481015258,2.147003648869147,2.9415749050950035
33,4.797296680383298,4.029210771420522,1.5044706489521402
34,2.943273228624062,5.259244973894328,3.845964015888579
35,4.3339069422113505,3.966275231056282,2.9285817503100353
36,5.214337735261894,2.4165051920690845,4.362580508107737
37,4.000960975168925,3.627513814998888,1.7178474494110243
38,3.301731778659177,3.0263507084159835,3.6221264769629378
39,2.9938579077796104,5.704740342432024,5.479849202183993
40,2.4793610933444836,5.2175379300462765,4.519055182026506
41,4.520390446782504,1.6694717903412126,3.8677580724033973
42,1.5415503347838448,4.337686858003494,3.3528877415666534
43,3.965152376817974,3.1418638186252883,1.220639892988251
44,4.29794175487039,3.502921672091159,2.434068831661418
45,4.723768376452843,1.477038732748656,3.087366006157143
46,4.985628144763762,2.1578662346310944,3.101029182302597
47,4.074454165770237,4.770875196258915,1.8983689014414336
48,4.587770953486219,5.082163620441973,2.270919359238151
49,6.4040050070939705,2.8586385254797295,5.478632817011585
50,4.589109378494822,2.328711254023615,2.545569621103016
51,3.4573544226767545,2.1618279013206108,3.381487638827329
52,4.631809999858491,1.8839321543182865,4.1917671757089305
53,4.820959098727907,4.3908335346239475,1.8686958313945008
54,4.756186767898742,5.256374834218763,3.640985251559153
55,5.1204694317915,5.08175476517396,2.5911911540928987
56,3.593420028406334,2.946436528060265,1.4349716670644315
57,7.689497926811344,7.718175515804696,8.864869707658658
58,3.1393138647531207,5.692120793549078,5.2637651943326045
59,4.4270371720765525,1.2360771871778888,3.417272914438192
60,3.7110092078700325,6.172244468999573,5.866790514720175
61,4.411800450517113,4.7470225204257135,2.046261563218784
62,4.907813610233871,4.7567140279580995,2.6210156547137546
63,5.214059666833307,2.3133081195611744,3.231503753771152
64,3.6670459176391565,3.685117625285894,2.310636376839153
65,3.910556232869522,3.4908061465654985,2.2529083486864314
66,4.92462551798053,4.038651047722669,3.2382306263629075
67,2.5730011349531248,4.726475746016056,2.7199921279331702
68,2.1269574248536345,4.417712735725575,3.429055139551633
69,3.100776669643041,2.445751131850812,2.1082616699001946
70,5.684501392328122,3.083410825967369,5.060289781483557
71,5.467493439191086,2.2623695163568276,4.014750293493065
72,2.4368338109128747,4.429119997089262,4.340808066712576
73,6.298598811402997,5.291826254880515,3.2375635847046356
74,4.509652095021504,4.008609415504126,2.376258499271165
75,4.8837363870539034,3.5937281785229565,2.1687843722744335
76,4.691393402858091,2.7621855124599537,2.6942169908475186
77,4.003774012669303,2.2468944634797023,1.4843398978352758
78,1.768483504279923,4.481483760352683,3.398506877041849
79,3.5076572437668947,6.1631803213074186,6.153552320097695
80,4.459536433427695,6.933183011576334,7.180965257753244
81,3.032530837387839,5.238659697827606,3.9083293792316653
82,5.357950171921536,5.069877899134452,3.254888178751488
83,3.7734225785989786,3.5226575442659893,4.141682424398346
84,5.143910427526827,3.219749506873169,2.5596146419351444
85,3.773341196274605,3.1419408543382237,2.74953954878034
86,4.110289685180225,3.20408833376787,2.4297293005727814
87,4.444865866176137,4.995105593789325,2.3457778573464174
88,4.391487154264479,4.416162120130814,1.8561774821354582
89,3.7853343976229366,3.898447234013184,1.997301517879206
90,1.8357156017377116,4.902076690719989,3.6052425435638793
91,3.180412238446979,5.21784821458998,3.788352632159945
92,2.567992327033547,4.5835206497097705,3.5374258558891247
93,1.5761188300333415,3.9843419586189266,3.633921173300985
94,4.449519824927308,1.2252471381902803,2.692561405175714
95,1.847569610432133,4.441069546007693,3.464614070528873
96,4.291910612208059,4.291024188499191,2.3940698888488834
97,4.734794249534686,4.495025699036882,3.3227814763558334
98,4.445323167799033,3.5448946766363827,1.6647659653481754
99,3.589140394074297,3.911015022353189,2.3070504881755167
100,3.545391301933849,3.3827913520822195,0.7272007336135666
101,4.856216086432569,1.6247332264797216,3.221464883926461
102,3.634437755852016,3.5984267931339304,2.194687456853146
103,4.800816215232754,3.501393492955089,3.215909912233226
104,4.001491256700304,1.8623138950931208,3.22124222863748
105,4.507048378223052,1.9705871165117712,3.7137345033874984
106,4.741878047401328,3.9092344467049123,3.390264898693996
107,4.388468113474892,2.419058158925427,1.8513412996451963
108,6.700274779529568,3.0097274521183706,5.864572828396437
109,3.531448498771219,4.029067179516851,2.1422014652861807
110,3.8218900013353063,2.8669752174239593,2.7596291872032794
111,4.324099576982789,3.165181770767449,2.576397632232425
112,1.9871394340689768,4.180487424124636,3.1494397042476847
113,6.693673499982406,4.546432868001446,4.921547390043231
114,5.188917863614957,4.819255273493698,2.477250831601937
115,3.9745637796494306,1.6554160309583115,2.313363988000227
116,4.34966441902895,1.844751661371781,3.191415906330322
117,4.8564784071704175,1.8521950830606424,4.297533627388478
118,4.818206803317166,3.7723335811549834,1.6681198391997607
119,5.4159527693847,5.186596674506335,3.102675391779746
120,4.6888517022439995,4.504307774623652,1.8073870280521558
121,4.785224872674109,3.246982018419103,2.4421054080227402
122,3.8639380446383234,3.426922338420354,3.060586096122126
123,5.514659698191783,2.4957772883717393,5.190384186712976
124,3.291416900085377,3.686214364574811,1.7019918664198435
125,4.267203766753678,2.6918953033696154,3.6559774089505446
126,2.049580919153246,5.076017558085081,4.285559175531176
127,2.3548762090139204,4.92710055474159,4.138819027983583
128,3.5802666266582346,4.391162703283707,2.0752347677634093
129,3.718659674965842,4.056964954231627,2.7878235215952616
130,5.576262486005008,7.131279696392423,7.427506473098766
131,4.354564783765978,6.431378970842328,5.242253488687004
132,5.052491817109371,1.6965895262280504,3.470867830366085
133,4.482880927279101,1.3175671417712933,3.357491792348247
134,4.821807219212595,4.300713746927557,2.8008932119678733
135,1.4999141892315033,4.672230622116254,4.087278131539388
136,4.660293349567327,1.584912403113639,2.9827019880872547
137,3.609132888571978,2.878420360378597,3.5983477488401867
138,4.918831588511322,2.7694453126029765,2.640395481993189
139,3.267527943095766,2.0874090393660443,1.9629901364002154
140,3.920214380403144,2.0095191511804815,3.158027232330494
141,3.4572619481862668,3.8033847236248874,1.3846056508737212
142,1.7921546336285925,4.6784520078679135,4.068036674249295
143,5.050453696712292,2.608681163630564,2.8032168628583465
144,5.682065110053313,2.753845999262857,5.062142216683041
145,2.737464251061456,5.133703429465501,4.04170020512507
146,3.767744446795282,2.931551901591199,1.4830439166371547
147,4.648978079453719,3.9757415575633326,2.0210854605291124
148,4.914613727013935,1.6695193323511388,3.2367578101446166
149,4.331124830469693,1.669512407960638,2.682367836603869
150,2.5363310125362006,4.458749271334527,3.9881584532909526
151,3.6809655528084138,4.266273323070784,3.18137127904927
152,2.641863477545292,2.6996742576973523,2.9123077199379725
153,4.249216989800095,3.613775489029484,1.7345970883994335
154,5.756458608155359,5.138921893342734,6.65246099523252
155,3.930165768839764,4.230089203718003,1.7533625234376384
156,4.683933852789683,4.779418681731956,3.134533374320529
157,5.548045043957606,2.0014302353094693,4.771368508558089
158,3.347935680215449,6.121447063023895,5.5451461134081566
159,3.3775215825968203,3.260448852074963,1.4903600255845066
160,6.04122996194321,3.374710466900151,4.392717132045165
161,4.061714113490503,2.9460339607286805,2.7294172109908
162,3.9027890467936044,5.659300427202945,5.616065231418957
163,5.053996272594039,6.813525059432917,7.22559352538533
164,5.022985911837433,1.3815765338334447,3.265374569492608
165,3.6643700922133653,3.1531111727066476,1.2752533083870448
166,2.9474926906797334,5.851445780491962,5.316665698550521
167,4.607475234835803,3.7121535480014,1.9496065470986337
168,4.183827488189993,2.273420286065972,1.427310743079733
169,3.7523431353892316,3.3872169515763026,3.117461429894393
