,0,1,2,3,4,5
0,2.7834219740858974,3.164949801020255,3.131295647052593,2.7215286516359574,1.8721167868829016,6.073619874371097
1,3.1295293175480023,3.232905175677324,3.5896799065276257,2.0328160281857213,2.625176098290954,5.583235534039294
2,2.081170460058737,3.0056864821588096,3.1623164111251376,3.091698249981363,1.8022734452623,6.039459930668936
3,3.5070078030853233,3.9501701872063473,4.102092902466309,2.124971019569205,3.4601443150163336,6.317373353389306
4,2.9906323526290812,3.1302774704969147,2.884975426021115,2.8599217968830044,1.4351419068152957,6.429634288739892
5,1.8911432467536713,3.531979859081059,3.177955192374325,3.0379714874880603,1.6564606205576842,5.195627389165723
6,2.503135278097436,3.059391640193698,3.5023701402573693,2.9782514203015573,1.6469771592540368,5.565830150238056
7,3.4915091915962835,4.005817379592403,3.643624827894996,3.1648204545008096,2.2901013025704664,6.226817307503076
8,3.603119646046848,4.636554850539121,3.2689798186693615,3.414078306800069,2.9221594063439498,4.134440357675678
9,3.967250938093549,4.776247968193077,2.8416195503130615,4.471303783172213,4.168447911776711,6.138712605531679
10,1.7650772590619792,3.119064375363319,3.088979871836531,3.028856588379825,1.6447266605625577,6.062680767153695
11,2.4226148092960336,2.873990024523377,2.149992020853034,1.065027096988361,1.5763124928577985,5.693701644339506
12,3.3042157540739896,4.052697927897594,4.141201943133035,3.8767677439886183,3.270313692412463,6.659600339889248
13,2.1234758494860846,2.929171581710734,3.3574622817421758,2.450994107817493,2.573293582836277,6.57750198069116
14,1.996896142261758,2.4412036124317162,2.25693867285524,2.7258435836634005,1.3437899801582611,6.185863714772367
15,2.400883545121685,3.7203840712436222,3.262171949708287,1.124481434919886,2.7944374747944907,6.069331751101943
16,3.4422204631617825,3.1574921062413357,1.230906939930974,3.237461052495211,2.5427845698728615,6.155144326980961
17,1.2534599709471028,2.7049021033102383,2.847307932403441,2.5889958690352946,1.3875962348798871,5.314726449766005
18,3.223292728745614,3.224670559787993,1.8698020848736088,3.3015647259111387,2.920906352578972,6.0024905060237135
19,1.627400223900285,3.0608507763431034,3.1351703424838036,2.8888689984973013,2.3311180950425663,4.477602501309345
20,4.412942390384335,4.800593596578779,2.628177559325045,4.744085025211308,4.745217377164555,6.751302135256108
21,3.1290028769617937,3.862758865311966,3.2797628240319816,1.0756355161513296,2.7919681360914352,6.253428390344149
22,2.5079279019210676,3.206303186491972,2.5993784343722903,2.3679929131760455,1.9463806513904651,6.079552147567457
23,4.539615667448464,3.6624189739613593,3.8792129293787077,4.335536836765152,3.913156609389102,4.396975442537175
24,4.247338227034604,4.661162756032205,4.619176803843034,2.306877841401074,4.347912877595341,6.649048878192251
25,1.9292583099752438,3.491063246857407,2.939540967660458,2.4320305728192304,1.6197570824385452,5.68177494945255
26,2.8721836931952014,3.6606374376554145,1.4210839890519837,3.558493054331695,3.271734047268877,5.8406864606588895
27,3.761999677490955,4.123704964247869,3.8573572277374732,1.8763796566552133,3.3203298031764756,6.599043123832514
28,3.870124158860259,3.8245811783587658,3.8608325415326545,3.974407134368486,2.7511507995127142,7.295973046028384
29,2.1273380701315174,2.391638086871334,3.3937486340890852,2.7724091844441534,1.528137541628063,5.761000902202152
30,2.2266797208106923,4.002447061870287,3.1828305532082406,3.199187803095594,1.7235695824150845,5.539468045055257
31,1.7225801094044306,3.863109977131081,3.6092669349975006,3.714144738037187,3.3182963654943367,6.3554805377891785
32,2.450479575789891,3.1524889131503535,3.5393242645041214,2.133132609206668,2.956233792676953,6.3303257539440665
33,1.2190630262595552,3.4251176486229307,3.318241580237806,3.014465898436825,1.889254775555666,5.52470349515405
34,3.47754278890645,2.5301078725675565,3.840032089477996,3.7886401710529056,3.4681377901152772,6.871576938070867
35,3.491174502838668,4.378344779702365,3.8326307767308605,3.2895798402274434,3.5511220672742643,7.175547653270926
36,3.7673274248688684,3.989804800065645,3.5316412419358887,2.520974667405007,2.803257469819525,6.350106359128039
37,1.1950108038325444,2.4588813304877206,2.857105686474769,2.6549418292711353,1.5779329956080685,5.875395147263497
38,3.3995855354804903,4.085203817597361,3.199791451396159,2.7817498348291307,3.426606533539907,5.043497982235129
39,4.114124257002915,3.049974505061241,3.417068330079365,4.336451505031199,4.441980514650343,7.169299876849916
40,3.76403402183769,3.3302353732922514,3.45515634611048,3.890703201067436,3.7482056197607876,4.488850065635837
41,3.107210404022253,3.292981760015781,3.2990498258633285,1.3612160999649379,2.6362140612847984,6.25078947895899
42,2.5550520592835086,2.304452160261553,1.988736475007087,2.7111777662658287,2.4683387650175312,5.704373098878849
43,1.8282926147710594,2.794524178550002,2.957057559010415,2.782155915395275,1.3299384978445514,5.915468919496728
44,3.4292228495414188,3.763247146751858,4.017456129953518,3.525842993508655,2.221817280056889,5.531546771034935
45,2.514075929679911,3.1577116835018435,3.3432361366852863,1.8722191976259686,1.7888995760755488,4.879413434126597
46,2.82302904076115,4.1816471509327515,2.713834384818863,2.1977490942161073,1.8596087524699196,6.003411746025613
47,1.3465277526519959,3.227972231885507,2.9530439295967708,3.1563627118653006,2.353977834172782,5.9792707690082
48,1.6416187246629856,3.5369587072893727,3.467025539114376,3.4614874424277366,2.782555246378227,6.013061264498632
49,3.934068430112369,4.2195439854596914,4.632126219451792,2.133810194033538,3.7449511196586185,5.984178112354143
50,2.8459177539703053,3.7943538272920385,3.3758597953046086,2.9908308538808157,1.9302376413589548,5.358053858935946
51,2.9046692991113483,3.4810075228104878,2.1421409230962416,1.567798584847916,2.484548088727061,6.265209732826644
52,3.3515814908138406,3.503609423086551,3.628425815557441,1.4524260880857958,3.0616264522428787,5.600567005679244
53,1.0335908575616262,3.259802309048403,3.3961537305180696,3.1106880503172705,2.2524529867797836,5.9296821328695835
54,3.814611948231513,4.265314587358488,4.756542156994144,4.541994990351039,3.984298781151534,6.725287626528595
55,1.8256228719645642,4.026588224339464,3.8957970815191576,3.619315365347479,3.531164088428509,6.525296430187854
56,1.7190647944931707,3.1426494086329826,2.2109476718938827,2.238671279749847,1.2253595294131223,5.668516841537806
