,0,1,2,3,4,5,6,7,8,9,10
0,8.205506186877981,9.073301120526093,9.012152719233221,9.10450114293685,9.589204920860249,8.975297156658915,9.262246445691737,10.064963996813978,8.688655466849143,8.708809650502664,11.058678031897415
1,7.73017527388016,8.211104791523924,8.237840877938819,8.360637535241528,8.917736235036644,8.526929159077186,8.889045971231806,8.874029485964106,7.095081805683417,7.922621912532137,10.505899328168274
2,7.308549024848139,7.784067650061618,6.326859441388965,8.040453144891053,8.345521671832149,8.108788339630053,8.39324281070361,8.734663157878645,7.646695869599121,6.856510072377615,10.155255226756038
3,6.268092108187529,5.23843222898682,6.964036915511735,7.168535897569626,7.688982926196683,7.162661383037481,6.999693123741688,7.741152786067127,6.5129049842582,6.715416129187542,9.561144938434246
4,7.426736635727074,6.945918214687968,7.894027160701866,6.16264457440568,8.50760778108427,8.142597553402457,8.033294665085759,8.654173163615146,7.863872747840378,7.738490145842404,10.446869584026892
5,8.158322193417254,8.578594444641253,7.145571000690857,8.645183424957057,9.194421771185343,9.245110072758782,9.132797082212345,9.266150358020248,7.727596463419064,8.371394000286271,10.701406914501284
6,5.751341893887009,6.586900982922558,4.722840211426951,6.685005075994832,7.145795051088481,7.022467497635532,6.848817572233248,7.3265392707120025,6.281144154652525,6.364437323206932,9.5488683994707
7,7.498412291335915,8.174405076630924,8.096239419117714,8.450573238514716,8.676638332186167,8.44916859300969,8.768646811500211,8.969969342216627,7.086083946541552,7.9688203997966225,10.977295533133638
8,5.452081436599141,6.301934128314612,6.204629524857127,6.594847787409067,7.111247988415613,6.813642012018424,6.852770425736303,7.396232199968019,4.719357758544405,5.86734926182094,9.011527872267283
9,7.691580775910393,8.28775406369535,8.109432089057117,6.694781743728507,8.785565368386347,8.486107096416058,8.416435413351197,8.91311908167921,7.076158068287855,7.842407070891458,10.313596947289795
10,9.019949327028325,8.557357316495237,9.522328492015168,9.69514380493156,10.111671963466428,9.460964191339533,9.81273771308722,9.968926596985012,9.292841837104676,9.318226535601287,11.417936792688177
11,7.8435664792187865,8.712403500795567,8.632954712381272,8.93554577292965,9.226294333332232,8.848852223794344,8.774343445163833,9.223956081632183,8.582914540891135,8.454318390361042,11.418586460481459
